signal,method,smooth,rebal,Sharpe,Sortino,Calmar,MaxDD,MaxDDDays,AnnRet,Vol,DownsideVol,WinRate,PayoffRatio
FLOW,discrete,2,M,1.4066536127081353,2.0856479262505125,1.7011519462865163,-0.09295619972931357,136,0.15813262008891993,0.11241759780823217,0.07581942191614474,0.5258701787394168,1.1452726436637637
FLOW,discrete,4,W,1.4066536127081413,2.0856479262505196,1.7011519462865257,-0.09295619972931346,136,0.1581326200889206,0.11241759780823216,0.0758194219161448,0.5258701787394168,1.1452726436637646
FLOW,discrete,4,2W,1.4066536127081413,2.0856479262505196,1.7011519462865257,-0.09295619972931346,136,0.1581326200889206,0.11241759780823216,0.0758194219161448,0.5258701787394168,1.1452726436637646
FLOW,discrete,4,M,1.4066536127081353,2.0856479262505125,1.7011519462865163,-0.09295619972931357,136,0.15813262008891993,0.11241759780823217,0.07581942191614474,0.5258701787394168,1.1452726436637637
FLOW,discrete,8,W,1.4066536127081413,2.0856479262505196,1.7011519462865257,-0.09295619972931346,136,0.1581326200889206,0.11241759780823216,0.0758194219161448,0.5258701787394168,1.1452726436637646
FLOW,discrete,8,2W,1.4066536127081413,2.0856479262505196,1.7011519462865257,-0.09295619972931346,136,0.1581326200889206,0.11241759780823216,0.0758194219161448,0.5258701787394168,1.1452726436637646
FLOW,discrete,8,M,1.4066536127081353,2.0856479262505125,1.7011519462865163,-0.09295619972931357,136,0.15813262008891993,0.11241759780823217,0.07581942191614474,0.5258701787394168,1.1452726436637637
FLOW,linear,1,W,1.3632899055993093,2.0383703933541937,1.5708490236524992,-0.12676658992572154,138,0.19913117401657643,0.14606663865015368,0.09769135907086086,0.5258701787394168,1.1365625037141067
FLOW,linear,1,2W,1.3632899055993093,2.0383703933541937,1.5708490236524992,-0.12676658992572154,138,0.19913117401657643,0.14606663865015368,0.09769135907086086,0.5258701787394168,1.1365625037141067
FLOW,linear,1,M,1.363289905599305,2.0383703933541875,1.57084902365249,-0.12676658992572187,138,0.19913117401657576,0.14606663865015365,0.09769135907086084,0.5258701787394168,1.1365625037141067
FLOW,linear,2,W,1.3632899055993093,2.0383703933541937,1.5708490236524992,-0.12676658992572154,138,0.19913117401657643,0.14606663865015368,0.09769135907086086,0.5258701787394168,1.1365625037141067
